UID,Year,Price,Type,Title,Links,Sub Heading
12912,2021,"$1,100 ",Room for Rent , Paya Lebar,https://rentinsingapore.com.sg/rooms-for-rent/ID609669,_033 NoAgentFee NO OWNER CONDO 5mins to MRT  Common room Shared balcony Maid Svc+Wifi+Can Cook
12913,2021,$800 ,Room for Rent , Hougang,https://rentinsingapore.com.sg/rooms-for-rent/ID674068,Common room at 440 hougang avenue 8 for rent! Aircon wifi! 
12914,2021,"$3,300 ",Whole Unit , Bedok,https://rentinsingapore.com.sg/rooms-for-rent/ID674047,Spacious & Fully Furnished 1 Bedder Condo Unit @ Bedok Reservoir for Rent!
12915,2021,"$3,400 ",Whole Unit , Balestier,https://rentinsingapore.com.sg/rooms-for-rent/ID673901,Central close to amenities n transport
12916,2021,$800 ,Room for Rent , Rochor,https://rentinsingapore.com.sg/rooms-for-rent/ID674024,"2mins walk to Jalan Besar Mrt, Common room at Veerasamy Road, Near Mrt, Bugis, Foods etc..."
12917,2021,$600 ,Room for Rent , Bukit Panjang,https://rentinsingapore.com.sg/rooms-for-rent/ID674023,"Good size common room, 3mins walk to Fajar Lrt, food courts, supermarket"
12918,2021,"$1,000 ",Room for Rent , Tanjong Pagar,https://rentinsingapore.com.sg/rooms-for-rent/ID674022,"Near 4 different Mrt, good size common room at 1 Tanjong Pagar Road"
12919,2021,"$1,400 ",Room for Rent , Pasir Ris,https://rentinsingapore.com.sg/rooms-for-rent/ID674021,"Female environment, Common rm with attached bathroom at D'Nest, 7mins walk Mrt"
12920,2021,$900 ,Room for Rent , Jurong West,https://rentinsingapore.com.sg/rooms-for-rent/ID609103,3-5 mins walking distance from NTU
12921,2021,$900 ,Room for Rent , Yishun,https://rentinsingapore.com.sg/rooms-for-rent/ID673599,Master room or common room at 263 yishun street 22 for rent! Aircon wifi! 
12922,2021,$800 ,Room for Rent , Rochor,https://rentinsingapore.com.sg/rooms-for-rent/ID673595,"2mins walk to Jalan Besar Mrt, Common room at Veerasamy Road, Near Mrt, Bugis, Foods etc..."
12923,2021,$950 ,Room for Rent , Bukit Batok,https://rentinsingapore.com.sg/rooms-for-rent/ID673594,"New Aircon & New Furnished 2pax, Light cooking, onwer seldom stay home, Near Bt Gombak Mrt"
12924,2021,$600 ,Room for Rent , Bukit Panjang,https://rentinsingapore.com.sg/rooms-for-rent/ID673593,"Good size common room, 3mins walk to Fajar Lrt, food courts, supermarket"
12925,2021,"$1,000 ",Room for Rent , Tanjong Pagar,https://rentinsingapore.com.sg/rooms-for-rent/ID673592,"Near 4 different Mrt, good size common room at 1 Tanjong Pagar Road"
12926,2021,"$1,350 ",Room for Rent , Pasir Ris,https://rentinsingapore.com.sg/rooms-for-rent/ID673591,"Female environment, Nice Pool view Common room at D'Nest, 7mins walk to Pasir Ris Mrt/ Shopping Mall"
12927,2021,"$1,400 ",Room for Rent , Pasir Ris,https://rentinsingapore.com.sg/rooms-for-rent/ID673590,"Female environment, Common rm with attached bathroom at D'Nest, 7mins walk Mrt"
12928,2021,"$2,900 ",Room for Rent , Orchard,https://rentinsingapore.com.sg/rooms-for-rent/ID673589,"No owner, good size Master room with attached bathroom, open view"
12929,2021,$850 ,Room for Rent , Orchard,https://rentinsingapore.com.sg/rooms-for-rent/ID673588,"No owner, One pocket room at One Devonshire near Somerset Mrt"
12930,2021,$900 ,Room for Rent , Tampines,https://rentinsingapore.com.sg/rooms-for-rent/ID673805,One common bedroom for rent at Blk 627A Tampines St 61
12931,2021,"$1,100 ",Room for Rent , Tampines,https://rentinsingapore.com.sg/rooms-for-rent/ID673806,One cosy and nicely renovated common room for rent at Blk 870A Tampines St 86
12932,2021,"$1,100 ",Room for Rent , Tampines,https://rentinsingapore.com.sg/rooms-for-rent/ID673808,One master bedroom for rent at Blk 893A Tampines Ave 8
12933,2021,"$1,100 ",Room for Rent , Tampines,https://rentinsingapore.com.sg/rooms-for-rent/ID673809,One common room for rent at Blk 881 Tampines St 84
12934,2021,"$1,300 ",Room for Rent , Paya Lebar,https://rentinsingapore.com.sg/rooms-for-rent/ID673817,Master bedroom with full furnished NEW house 2 MINS walk to BLUE line UBI MRT
12935,2021,"$1,750 ",Room for Rent , Paya Lebar,https://rentinsingapore.com.sg/rooms-for-rent/ID673811, BIG Master Room with ensuite bathroom
12936,2021,"$1,000 ",Room for Rent , Bukit Merah,https://rentinsingapore.com.sg/rooms-for-rent/ID673803,Master Room ( Indian Landlord )
12937,2021,"$3,750 ",Whole Unit , Punggol,https://rentinsingapore.com.sg/rooms-for-rent/ID673772,"Lease take over from 24 sep, New furnished hdb "
12938,2021,$900 ,Room for Rent , Pasir Ris,https://rentinsingapore.com.sg/rooms-for-rent/ID673776,Condo common bedroom for rent
12939,2021,"$3,000 ",Whole Unit , Serangoon,https://rentinsingapore.com.sg/rooms-for-rent/ID673699,1 bedroom whole apartment 
12940,2021,$600 ,Room for Rent , Jurong West,https://rentinsingapore.com.sg/rooms-for-rent/ID608498,"Rental rooms in Jurong West near NTU, Tuas, Pioneer, Joo Koon and Boon lay workplaces. "
12941,2021,$600 ,Room for Rent , Jurong West,https://rentinsingapore.com.sg/rooms-for-rent/ID602035,"Rental rooms in Jurong West near NTU, Tuas, Pioneer, Joo Koon and Boon lay workplaces."
12942,2021,$850 ,Room for Rent , Jurong West,https://rentinsingapore.com.sg/rooms-for-rent/ID673892,1 common room available near NTU
12943,2021,"$1,000 ",Room for Rent , Buona Vista,https://rentinsingapore.com.sg/rooms-for-rent/ID673872,Fully Furnished Common Room near Buona Vista MRT
12944,2021,"$1,150 ",Room for Rent , Farrer Park,https://rentinsingapore.com.sg/rooms-for-rent/ID673879,Fully furnished room for rent in Farrer Park
12945,2021,$800 ,Room for Rent , Woodlands,https://rentinsingapore.com.sg/rooms-for-rent/ID673878,Common Room for Rent at Blk 588 Woodlands Drive 16. Near to woodlands South MRT! NO AGENT FEE
12946,2021,"$2,000 ",Room for Rent , Tanjong Pagar,https://rentinsingapore.com.sg/rooms-for-rent/ID673893,High floor with sea view at prime central CDB location
12947,2021,$800 ,Room for Rent , Woodlands,https://rentinsingapore.com.sg/rooms-for-rent/ID673897,Common Room for Rent at Blk 704 Woodlands Drive 40. Can Cook! NO AGENT FEE
12948,2021,"$1,000 ",Room for Rent , Serangoon,https://rentinsingapore.com.sg/rooms-for-rent/ID673881,Common room at 549 serangoon north avenue 3 for rent! Aircon wifi! 
12949,2021,$800 ,Room for Rent , Tampines,https://rentinsingapore.com.sg/rooms-for-rent/ID673876,Common room at 839 tampines street 83 for rent! Aircon wifi! 
12950,2021,"$2,800 ",Room for Rent , River Valley,https://rentinsingapore.com.sg/rooms-for-rent/ID673587,"Privacy, no owner, Huge Master room at UE Square, Near Fort Canning Mrt"
12951,2021,"$1,800 ",Room for Rent , River Valley,https://rentinsingapore.com.sg/rooms-for-rent/ID673586,"Privacy, no owner, common room at UE Square, Near Fort Canning Mrt"
12952,2021,"$9,899 ",Whole Unit , Newton,https://rentinsingapore.com.sg/rooms-for-rent/ID673585,"PentHouse 2 storey, Duplex, Sky Terrace, Roof top pool, Jacuzzi, Out door patio , 4bedroom + Family"
12953,2021,"$9,899 ",Whole Unit , River Valley,https://rentinsingapore.com.sg/rooms-for-rent/ID673584,"Nice layout Penthouse 5Bedrooms + 1 Family beside CBD, Mrt, Clarke Quay, Aspen Heights"
12954,2021,"$9,899 ",Whole Unit , Newton,https://rentinsingapore.com.sg/rooms-for-rent/ID673583,"4 bedrooms Duplex, Jacuzzi at Balcony with Sky Garden at The Oliv @ Balmoral"
12955,2021,"$9,899 ",Whole Unit , Sentosa,https://rentinsingapore.com.sg/rooms-for-rent/ID673582,"Beautiful Sea & Pool view with nice huge patio , 4+1bedroom, The Coast"
12956,2021,"$5,400 ",Whole Unit , Orchard,https://rentinsingapore.com.sg/rooms-for-rent/ID673581,2Bedroom + 2Bathroom + S + 2 Good size Balcony at The Peak @ Cairnhill II
12957,2021,"$9,899 ",Whole Unit , River Valley,https://rentinsingapore.com.sg/rooms-for-rent/ID673580,"SkyPark @ Somerset, Bungalow in the Sky Duplex with Sky Garden 4bedrooms"
12958,2021,"$9,899 ",Whole Unit , Tanglin,https://rentinsingapore.com.sg/rooms-for-rent/ID673579,Good layout 4br + 1maid's with Private lift 3186sqft at Ardmore Residences
12959,2021,"$9,899 ",Whole Unit , Bukit Timah,https://rentinsingapore.com.sg/rooms-for-rent/ID673578,"7bedrooms with Private Pool at Goodwood Crescent, near CBD/Town area"
12960,2021,"$9,899 ",Whole Unit , Newton,https://rentinsingapore.com.sg/rooms-for-rent/ID673692,"4 bedrooms Duplex, Jacuzzi at Balcony with Sky Garden at The Oliv @ Balmoral"
12961,2021,"$9,899 ",Whole Unit , River Valley,https://rentinsingapore.com.sg/rooms-for-rent/ID673691,"SkyPark @ Somerset, Bungalow in the Sky Duplex with Sky Garden 4bedrooms"
12962,2021,"$9,899 ",Whole Unit , Orchard,https://rentinsingapore.com.sg/rooms-for-rent/ID673690,"Prime Location, Lloyd Sixtyfive, 3bedrooms Loft with high ceiling, Good size Balcony"
12963,2021,"$9,899 ",Whole Unit , Orchard,https://rentinsingapore.com.sg/rooms-for-rent/ID673689,Penthouse 2Bedroom + 2Bathroom + 2 Good size Balcony at The Peak @ Cairnhill II
12964,2021,$800 ,Room for Rent , Yishun,https://rentinsingapore.com.sg/rooms-for-rent/ID673671,NEW HDB for rent
12965,2021,"$1,250 ",Room for Rent , Woodlands,https://rentinsingapore.com.sg/rooms-for-rent/ID673685,Common room at 766 woodlands circle for rent! Aircon wifi! 
12966,2021,"$1,250 ",Room for Rent , Jurong East,https://rentinsingapore.com.sg/rooms-for-rent/ID673678,Jurong East-Big deluxe Queen room-Ivory Heights
12967,2021,"$1,250 ",Room for Rent , Boon Lay,https://rentinsingapore.com.sg/rooms-for-rent/ID673668,Jurong East-Big deluxe Queen room-Ivory Heights
12968,2021,"$1,000 ",Room for Rent , Ang Mo Kio,https://rentinsingapore.com.sg/rooms-for-rent/ID673597,Renting common room at Ang Mo Kio 
12969,2021,$850 ,Room for Rent , Paya Lebar,https://rentinsingapore.com.sg/rooms-for-rent/ID673649,Common bedroom with full furnished NEW house 2 MINS walk to blue line UBI MRT
12970,2021,"$2,900 ",Whole Unit , Yishun,https://rentinsingapore.com.sg/rooms-for-rent/ID673511,Cozily Renovated HDB 3-Room for Rent
12971,2021,$800 ,Room for Rent , Jurong West,https://rentinsingapore.com.sg/rooms-for-rent/ID673534,Room for rent 
12972,2021,$390 ,Room for Rent , Clementi,https://rentinsingapore.com.sg/rooms-for-rent/ID673528,Room Sharing Of 02 Pax For Ladies Only
12973,2021,"$1,150 ",Room for Rent , Paya Lebar,https://rentinsingapore.com.sg/rooms-for-rent/ID673529,Spacious Common Room walk to Kembagan MRT
12974,2021,$800 ,Room for Rent , Yishun,https://rentinsingapore.com.sg/rooms-for-rent/ID673516,Yishun master bed room
12975,2021,"$1,950 ",Room for Rent , Jurong East,https://rentinsingapore.com.sg/rooms-for-rent/ID368064,*POPULAR* Condo Master Bedroom For Rent in Jurong East Near Chinese Garden MRT
12976,2021,"$1,250 ",Room for Rent , Jurong East,https://rentinsingapore.com.sg/rooms-for-rent/ID488169,*POPULAR* Condo Common Room For Rent Near Chinese Garden MRT  
12977,2021,$950 ,Room for Rent , Orchard,https://rentinsingapore.com.sg/rooms-for-rent/ID673499,Pinetree Condo - Near Newton MRT/Near Orchard MRT/Stevens MRT/ Available 02 Sept
12978,2021,$900 ,Room for Rent , Tampines,https://rentinsingapore.com.sg/rooms-for-rent/ID673421,Near central blk 406 just 1 busstop away at $1k for lady or $1600/couple
12979,2021,"$1,000 ",Room for Rent , Choa Chu Kang,https://rentinsingapore.com.sg/rooms-for-rent/ID673433,CCK 454 Common room - Available to move in anytime
12980,2021,"$1,700 ",Room for Rent , Woodlands,https://rentinsingapore.com.sg/rooms-for-rent/ID673435,Condo Master room bathroom attached 
12981,2021,$450 ,Room for Rent , Boon Lay,https://rentinsingapore.com.sg/rooms-for-rent/ID673445,Boon Lay View Room Sharing 
12982,2021,"$1,200 ",Room for Rent , Marsiling,https://rentinsingapore.com.sg/rooms-for-rent/ID673484,Master Room For Rent in Marsiling (NO OWNER)
12983,2021,$750 ,Room for Rent , Tampines,https://rentinsingapore.com.sg/rooms-for-rent/ID673472,"1st Oct, 476 Common Room for female."
12984,2021,"$1,100 ",Room for Rent , Bukit Batok,https://rentinsingapore.com.sg/rooms-for-rent/ID673448,Common Room for Rent in Montrosa Condominium
12985,2021,$800 ,Room for Rent , Hougang,https://rentinsingapore.com.sg/rooms-for-rent/ID673473,Common Room for rent at Blk 377A Hougang Street 32. Own Bathroom. (FEMALES ONLY ) NO AGENT FEE
12986,2021,"$6,200 ",Whole Unit , Paya Lebar,https://rentinsingapore.com.sg/rooms-for-rent/ID673474,(Paya Lebar) 3 bedrooms Condo at Versilia on Haig - Available from 23 September
12987,2021,"$1,300 ",Room for Rent , Changi,https://rentinsingapore.com.sg/rooms-for-rent/ID673431,Master Bed room with attached Bathroom for Rent
12988,2021,$700 ,Room for Rent , Sembawang,https://rentinsingapore.com.sg/rooms-for-rent/ID673475,Common room at 468a admiralty drive for rent! Aircon wifi! 
12989,2021,$800 ,Room for Rent , Rochor,https://rentinsingapore.com.sg/rooms-for-rent/ID673471,"2mins walk to Jalan Besar Mrt, Common room at Veerasamy Road, Near Mrt, Bugis, Foods etc..."
12990,2021,"$9,899 ",Whole Unit , Orchard,https://rentinsingapore.com.sg/rooms-for-rent/ID673840,"3bedrooms Loft with high ceiling, Good size Balcony, Lloyd Sixtyfive at Prime Location"
12991,2021,"$9,899 ",Whole Unit , Sentosa,https://rentinsingapore.com.sg/rooms-for-rent/ID673839,"Beautiful Sea & Pool view with nice huge patio , 4+1bedroom, The Coast"
12992,2021,"$9,899 ",Whole Unit , River Valley,https://rentinsingapore.com.sg/rooms-for-rent/ID673838,"Nice layout Penthouse 5Bedrooms + 1 Family beside CBD, Mrt, Clarke Quay, Aspen Heights"
12993,2021,"$9,899 ",Whole Unit , River Valley,https://rentinsingapore.com.sg/rooms-for-rent/ID673837,"SkyPark @ Somerset, Bungalow in the Sky Duplex with Sky Garden 4bedrooms"
12994,2021,"$9,899 ",Whole Unit , Bukit Timah,https://rentinsingapore.com.sg/rooms-for-rent/ID673835,"3 Storey Bungalow House with Private Lift, 5 Bedrooms En-Suite"
12995,2021,"$9,899 ",Whole Unit , Orchard,https://rentinsingapore.com.sg/rooms-for-rent/ID673834,"Prime Location, Lloyd Sixtyfive, 3bedrooms Loft with high ceiling, Good size Balcony"
12996,2021,"$9,899 ",Whole Unit , Orchard,https://rentinsingapore.com.sg/rooms-for-rent/ID673833,Penthouse 2Bedroom + 2Bathroom + 2 Good size Balcony at The Peak @ Cairnhill II
12997,2021,$620 ,Room for Rent , Tampines,https://rentinsingapore.com.sg/rooms-for-rent/ID673827,Common room at 494d tampines street 43 for rent! Aircon wifi! 
12998,2021,$900 ,Room for Rent , Tampines,https://rentinsingapore.com.sg/rooms-for-rent/ID673801,One common room for rent at Blk 497H Tampines St 45
12999,2021,"$1,200 ",Room for Rent , Tampines,https://rentinsingapore.com.sg/rooms-for-rent/ID673804,One common room for rent at Blk 519C Tampines Central 8
13000,2021,"$1,300 ",Room for Rent , Simei,https://rentinsingapore.com.sg/rooms-for-rent/ID673199,Master bedroom for rent at Simei (East Singapore)
13001,2021,$650 ,Room for Rent , Choa Chu Kang,https://rentinsingapore.com.sg/rooms-for-rent/ID673305,$750/ COMMON ROOM- PREFER LADY ONLY
13002,2021,"$1,300 ",Room for Rent , Woodlands,https://rentinsingapore.com.sg/rooms-for-rent/ID673245,Newly renovated and fully furbished single room near MRT
13003,2021,"$3,700 ",Whole Unit , Clementi,https://rentinsingapore.com.sg/rooms-for-rent/ID673303,Whole Unit @Clementi Ave 4 (Blk 319)
13004,2021,$850 ,Room for Rent , Hougang,https://rentinsingapore.com.sg/rooms-for-rent/ID673254,Big Room for rent 
13005,2021,"$1,300 ",Room for Rent , Bedok,https://rentinsingapore.com.sg/rooms-for-rent/ID673258,Room for rent in Bedok
13006,2021,$800 ,Room for Rent , Jurong East,https://rentinsingapore.com.sg/rooms-for-rent/ID673227,Room for rent
13007,2021,"$4,100 ",Whole Unit , Tampines,https://rentinsingapore.com.sg/rooms-for-rent/ID673242,"4-Room HDB flat for rental at Tampines Avenue 4 ,520906"
13008,2021,$900 ,Room for Rent , Bukit Panjang,https://rentinsingapore.com.sg/rooms-for-rent/ID673263,Room for rent
13009,2021,"$4,200 ",Whole Unit , Tampines,https://rentinsingapore.com.sg/rooms-for-rent/ID673269,5I HDB near to MRT
13010,2021,$650 ,Room for Rent , Serangoon,https://rentinsingapore.com.sg/rooms-for-rent/ID673874,Common room at 148 serangoon north avenue 1 for rent! Wifi available!
13011,2021,"$1,200 ",Room for Rent , Choa Chu Kang,https://rentinsingapore.com.sg/rooms-for-rent/ID673863,Master room at 406 Choa Chu Kang avenue 3 for rent! Aircon wifi! 
13012,2021,$800 ,Room for Rent , Rochor,https://rentinsingapore.com.sg/rooms-for-rent/ID673856,"2mins walk to Jalan Besar Mrt, Common room at Veerasamy Road, Near Mrt, Bugis, Foods etc..."
13013,2021,$600 ,Room for Rent , Bukit Panjang,https://rentinsingapore.com.sg/rooms-for-rent/ID673855,"Good size common room, 3mins walk to Fajar Lrt, food courts, supermarket"
13014,2021,"$1,000 ",Room for Rent , Tanjong Pagar,https://rentinsingapore.com.sg/rooms-for-rent/ID673854,"Near 4 different Mrt, good size common room at 1 Tanjong Pagar Road"
13015,2021,"$1,350 ",Room for Rent , Pasir Ris,https://rentinsingapore.com.sg/rooms-for-rent/ID673853,"Female environment, Nice Pool view Common room at D'Nest, 7mins walk to Pasir Ris Mrt/ Shopping Mall"
13016,2021,"$1,400 ",Room for Rent , Pasir Ris,https://rentinsingapore.com.sg/rooms-for-rent/ID673852,"Female environment, Common rm with attached bathroom at D'Nest, 7mins walk Mrt"
13017,2021,"$3,400 ",Room for Rent , Orchard,https://rentinsingapore.com.sg/rooms-for-rent/ID673851,"No owner, Jumbo Master room with good size balcony and attached bathroom, open view"
13018,2021,$850 ,Room for Rent , Orchard,https://rentinsingapore.com.sg/rooms-for-rent/ID673850,"No owner, One pocket room at One Devonshire near Somerset Mrt"
13019,2021,"$2,800 ",Room for Rent , River Valley,https://rentinsingapore.com.sg/rooms-for-rent/ID673849,"Privacy, no owner, Huge Master room at UE Square, Near Fort Canning Mrt"
13020,2021,"$1,200 ",Room for Rent , Serangoon,https://rentinsingapore.com.sg/rooms-for-rent/ID673620,Two common room for up 3 pax
13021,2021,"$3,200 ",Whole Unit , Tampines,https://rentinsingapore.com.sg/rooms-for-rent/ID673623,3RM for Long Term Rent
13022,2021,"$1,100 ",Room for Rent , Jurong West,https://rentinsingapore.com.sg/rooms-for-rent/ID673647,High Floor common room for rent at Jurong West Singapore
13023,2021,$900 ,Room for Rent , Choa Chu Kang,https://rentinsingapore.com.sg/rooms-for-rent/ID673628,Immediately available 
13024,2021,$800 ,Room for Rent , Bukit Panjang,https://rentinsingapore.com.sg/rooms-for-rent/ID673600,"Cosy, Clean & Quiet Room for Rent"
13025,2021,"$1,100 ",Room for Rent , Bukit Batok,https://rentinsingapore.com.sg/rooms-for-rent/ID673631,Master room @ 383 BB - walk to MRT
13026,2021,"$1,200 ",Room for Rent , Toa Payoh,https://rentinsingapore.com.sg/rooms-for-rent/ID673625,ðŸðŸŽðŸBk 147 Toa Payoh central($1300 couple/2ladies) immediately ðŸðŸŽðŸ
13027,2021,$850 ,Room for Rent , Bukit Merah,https://rentinsingapore.com.sg/rooms-for-rent/ID595115,Common Room for Rent.
13028,2021,"$1,100 ",Room for Rent , Tampines,https://rentinsingapore.com.sg/rooms-for-rent/ID512090,New BTO HDB
13029,2021,$900 ,Room for Rent , Hougang,https://rentinsingapore.com.sg/rooms-for-rent/ID673603,Common room at 433 hougang avenue 8 for rent! Aircon wifi! 
13030,2021,"$1,100 ",Room for Rent , Woodlands,https://rentinsingapore.com.sg/rooms-for-rent/ID673268,MASTER BEDROOM 715 Woodlands Drive 70 
